cohort,packID,row,group.position,position,damID,sireID,2015positionID,2015row,2015position,maternalpositionID,maternalpackID,maternalrow,maternalposition,maternal.seed.mass,maternal.cohort,seed.mass,planting.notes
G2YR2,396,206,43,42.8,132,162,NA,NA,NA,3339,729,419,35.1,NA,greenhouse,2.05,
G2YR2,396,206,43,42.9,132,162,NA,NA,NA,3339,729,419,35.1,NA,greenhouse,NA,
G2YR2,396,206,43,43,132,162,NA,NA,NA,3339,729,419,35.1,NA,greenhouse,NA,
G2YR2,396,206,43,43.1,132,162,NA,NA,NA,3339,729,419,35.1,NA,greenhouse,NA,
G2YR2,396,206,43,43.2,132,162,NA,NA,NA,3339,729,419,35.1,NA,greenhouse,NA,
G2YR2,397,206,45,44.8,45,198,NA,NA,NA,2806,620,408,22.8,13.17,greenhouse,12.17,
G2YR2,397,206,45,44.9,45,198,NA,NA,NA,2806,620,408,22.8,13.17,greenhouse,NA,
G2YR2,397,206,45,45,45,198,NA,NA,NA,2806,620,408,22.8,13.17,greenhouse,NA,
G2YR2,398,206,47,46.8,177,138,NA,NA,NA,4306,980,602,22.8,12.62,greenhouse,11.71,
G2YR2,398,206,47,46.9,177,138,NA,NA,NA,4306,980,602,22.8,12.62,greenhouse,NA,
G2YR2,398,206,47,47,177,138,NA,NA,NA,4306,980,602,22.8,12.62,greenhouse,NA,
G2YR2,398,206,47,47.1,177,138,NA,NA,NA,4306,980,602,22.8,12.62,greenhouse,NA,
G2YR2,398,206,47,47.2,177,138,NA,NA,NA,4306,980,602,22.8,12.62,greenhouse,NA,
G2YR2,399,206,49,48.8,179,131,NA,NA,NA,1950,412,302,29.2,NA,greenhouse,12.52,
G2YR2,399,206,49,48.9,179,131,NA,NA,NA,1950,412,302,29.2,NA,greenhouse,NA,
G2YR2,399,206,49,49,179,131,NA,NA,NA,1950,412,302,29.2,NA,greenhouse,NA,
G2YR2,399,206,49,49.1,179,131,NA,NA,NA,1950,412,302,29.2,NA,greenhouse,NA,
G2YR2,399,206,49,49.2,179,131,NA,NA,NA,1950,412,302,29.2,NA,greenhouse,NA,
G3YR2,26,209,1,0.8,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,8.72,
G3YR2,26,209,1,0.9,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,26,209,1,1,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,26,209,1,1.1,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,26,209,1,1.2,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,27,209,3,2.8,426,NA,781,412,12.8,7116,692,821,32.8,9.18,field,2.31,
G3YR2,27,209,3,2.9,426,NA,781,412,12.8,7116,692,821,32.8,9.18,field,NA,
G3YR2,27,209,3,3,426,NA,781,412,12.8,7116,692,821,32.8,9.18,field,NA,
G3YR2,28,209,5,4.8,412,NA,3262,810,4.9,4454,416,607,31.1,NA,field,8.95,
G3YR2,28,209,5,4.9,412,NA,3262,810,4.9,4454,416,607,31.1,NA,field,NA,
G3YR2,28,209,5,5,412,NA,3262,810,4.9,4454,416,607,31.1,NA,field,NA,
G3YR2,28,209,5,5.1,412,NA,3262,810,4.9,4454,416,607,31.1,NA,field,NA,
G3YR2,28,209,5,5.2,412,NA,3262,810,4.9,4454,416,607,31.1,NA,field,NA,
G3YR2,29,209,7,6.8,446,NA,2930,804,21.2,1846,195,301,38.8,8.49,field,5.34,
G3YR2,29,209,7,6.9,446,NA,2930,804,21.2,1846,195,301,38.8,8.49,field,NA,
G3YR2,29,209,7,7,446,NA,2930,804,21.2,1846,195,301,38.8,8.49,field,NA,
G3YR2,29,209,7,7.1,446,NA,2930,804,21.2,1846,195,301,38.8,8.49,field,NA,
G3YR2,29,209,7,7.2,446,NA,2930,804,21.2,1846,195,301,38.8,8.49,field,NA,
G3YR2,30,209,9,8.8,359,NA,3358,810,43,1826,191,301,30.8,10.87,field,7.3,
G3YR2,30,209,9,8.9,359,NA,3358,810,43,1826,191,301,30.8,10.87,field,NA,
G3YR2,30,209,9,9,359,NA,3358,810,43,1826,191,301,30.8,10.87,field,NA,
G3YR2,30,209,9,9.1,359,NA,3358,810,43,1826,191,301,30.8,10.87,field,NA,
G3YR2,30,209,9,9.2,359,NA,3358,810,43,1826,191,301,30.8,10.87,field,NA,
G3YR2,31,209,11,10.8,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,4.31,
G3YR2,31,209,11,10.9,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,31,209,11,11,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,31,209,11,11.1,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,31,209,11,11.2,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,32,209,13,12.8,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,9.54,
G3YR2,32,209,13,12.9,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,32,209,13,13,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,32,209,13,13.1,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,32,209,13,13.2,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,33,209,15,14.8,448,NA,3533,814,13,956,67,207,32.8,10.82,field,11.43,
G3YR2,33,209,15,14.9,448,NA,3533,814,13,956,67,207,32.8,10.82,field,NA,
G3YR2,33,209,15,15,448,NA,3533,814,13,956,67,207,32.8,10.82,field,NA,
G3YR2,33,209,15,15.1,448,NA,3533,814,13,956,67,207,32.8,10.82,field,NA,
G3YR2,33,209,15,15.2,448,NA,3533,814,13,956,67,207,32.8,10.82,field,NA,
G3YR2,34,209,17,16.8,414,NA,514,308,5.1,2930,286,409,21.2,NA,field,2.19,
G3YR2,34,209,17,16.9,414,NA,514,308,5.1,2930,286,409,21.2,NA,field,NA,
G3YR2,34,209,17,17,414,NA,514,308,5.1,2930,286,409,21.2,NA,field,NA,
G3YR2,34,209,17,17.1,414,NA,514,308,5.1,2930,286,409,21.2,NA,field,NA,
G3YR2,34,209,17,17.2,414,NA,514,308,5.1,2930,286,409,21.2,NA,field,NA,
G3YR2,35,209,19,18.8,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,2.91,
G3YR2,35,209,19,18.9,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,35,209,19,19,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,35,209,19,19.1,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,35,209,19,19.2,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,36,209,21,20.8,349,NA,1250,422,49.2,7158,700,821,49,NA,field,9.9,
G3YR2,36,209,21,20.9,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,36,209,21,21,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,36,209,21,21.1,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,36,209,21,21.2,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,37,209,23,22.8,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,9.02,
G3YR2,37,209,23,22.9,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,37,209,23,23,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,37,209,23,23.1,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,37,209,23,23.2,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,38,209,25,24.8,414,NA,1064,420,25.1,2526,256,402,10.8,11.42,field,4.27,
G3YR2,38,209,25,24.9,414,NA,1064,420,25.1,2526,256,402,10.8,11.42,field,NA,
G3YR2,38,209,25,25,414,NA,1064,420,25.1,2526,256,402,10.8,11.42,field,NA,
G3YR2,38,209,25,25.1,414,NA,1064,420,25.1,2526,256,402,10.8,11.42,field,NA,
G3YR2,38,209,25,25.2,414,NA,1064,420,25.1,2526,256,402,10.8,11.42,field,NA,
G3YR2,39,209,27,26.8,376,NA,36,100,14.8,4462,418,607,34.9,NA,field,6.99,
G3YR2,39,209,27,26.9,376,NA,36,100,14.8,4462,418,607,34.9,NA,field,NA,
G3YR2,39,209,27,27,376,NA,36,100,14.8,4462,418,607,34.9,NA,field,NA,
G3YR2,40,209,29,28.8,373,NA,3278,810,11,1317,114,216,26.9,NA,field,3.84,
G3YR2,41,209,31,30.8,411,NA,3128,808,1,4135,377,601,3.2,NA,field,2.36,
G3YR2,41,209,31,30.9,411,NA,3128,808,1,4135,377,601,3.2,NA,field,NA,
G3YR2,41,209,31,31,411,NA,3128,808,1,4135,377,601,3.2,NA,field,NA,
G3YR2,41,209,31,31.1,411,NA,3128,808,1,4135,377,601,3.2,NA,field,NA,
G3YR2,41,209,31,31.2,411,NA,3128,808,1,4135,377,601,3.2,NA,field,NA,
G3YR2,42,209,33,32.8,432,NA,3490,812,45.2,4707,467,611,32.9,NA,field,7.91,seed at large
G3YR2,42,209,33,32.9,432,NA,3490,812,45.2,4707,467,611,32.9,NA,field,NA,
G3YR2,42,209,33,33,432,NA,3490,812,45.2,4707,467,611,32.9,NA,field,NA,
G3YR2,42,209,33,33.1,432,NA,3490,812,45.2,4707,467,611,32.9,NA,field,NA,
G3YR2,42,209,33,33.2,432,NA,3490,812,45.2,4707,467,611,32.9,NA,field,NA,
G3YR2,43,209,35,34.8,426,NA,2305,612,21.2,1408,132,219,13,NA,field,3.51,
G3YR2,43,209,35,34.9,426,NA,2305,612,21.2,1408,132,219,13,NA,field,NA,
G3YR2,43,209,35,35,426,NA,2305,612,21.2,1408,132,219,13,NA,field,NA,
G3YR2,43,209,35,35.1,426,NA,2305,612,21.2,1408,132,219,13,NA,field,NA,
G3YR2,43,209,35,35.2,426,NA,2305,612,21.2,1408,132,219,13,NA,field,NA,
G3YR2,44,209,37,36.8,370,NA,2296,612,18.8,1774,180,301,9.1,NA,field,8.27,
G3YR2,44,209,37,36.9,370,NA,2296,612,18.8,1774,180,301,9.1,NA,field,NA,no seed planted
G3YR2,44,209,37,37,370,NA,2296,612,18.8,1774,180,301,9.1,NA,field,NA,no seed planted
G3YR2,44,209,37,37.1,370,NA,2296,612,18.8,1774,180,301,9.1,NA,field,NA,no seed planted
G3YR2,45,209,39,38.8,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,8.62,
G3YR2,45,209,39,38.9,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,45,209,39,39,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,45,209,39,39.1,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,45,209,39,39.2,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,46,209,41,40.8,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,9.22,
G3YR2,46,209,41,40.9,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,46,209,41,41,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,46,209,41,41.1,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,46,209,41,41.2,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,47,209,43,42.8,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,10.65,
G3YR2,47,209,43,42.9,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,47,209,43,43,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,47,209,43,43.1,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,47,209,43,43.2,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,48,209,45,44.8,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,7.29,
G3YR2,48,209,45,44.9,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,48,209,45,45,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,48,209,45,45.1,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,48,209,45,45.2,422,NA,2250,610,49.2,890,53,207,5.2,NA,field,NA,
G3YR2,49,209,47,46.8,405,NA,306,222,22.8,3106,322,410,42.8,10.42,field,4.18,
G3YR2,49,209,47,46.9,405,NA,306,222,22.8,3106,322,410,42.8,10.42,field,NA,
G3YR2,49,209,47,47,405,NA,306,222,22.8,3106,322,410,42.8,10.42,field,NA,
G3YR2,49,209,47,47.1,405,NA,306,222,22.8,3106,322,410,42.8,10.42,field,NA,
G3YR2,49,209,47,47.2,405,NA,306,222,22.8,3106,322,410,42.8,10.42,field,NA,
G3YR2,50,209,49,48.8,337,NA,2688,712,25,1746,175,300,48.8,7.85,field,8.83,
G3YR2,50,209,49,48.9,337,NA,2688,712,25,1746,175,300,48.8,7.85,field,NA,
G3YR2,50,209,49,49,337,NA,2688,712,25,1746,175,300,48.8,7.85,field,NA,
G3YR2,50,209,49,49.1,337,NA,2688,712,25,1746,175,300,48.8,7.85,field,NA,
G3YR2,50,209,49,49.2,337,NA,2688,712,25,1746,175,300,48.8,7.85,field,NA,
G3YR2,51,210,1,0.8,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,13.87,
G3YR2,51,210,1,0.9,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,51,210,1,1,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,51,210,1,1.1,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,51,210,1,1.2,367,NA,3315,810,25.2,7085,685,821,19.2,NA,field,NA,
G3YR2,52,210,3,2.8,447,NA,815,412,25.2,6849,670,815,39.1,NA,field,9.69,
G3YR2,52,210,3,2.9,447,NA,815,412,25.2,6849,670,815,39.1,NA,field,NA,
G3YR2,52,210,3,3,447,NA,815,412,25.2,6849,670,815,39.1,NA,field,NA,
G3YR2,52,210,3,3.1,447,NA,815,412,25.2,6849,670,815,39.1,NA,field,NA,
G3YR2,52,210,3,3.2,447,NA,815,412,25.2,6849,670,815,39.1,NA,field,NA,
G3YR2,53,210,5,4.8,398,NA,1671,516,18.8,5111,498,617,44.8,10.35,field,6.36,
G3YR2,53,210,5,4.9,398,NA,1671,516,18.8,5111,498,617,44.8,10.35,field,NA,
G3YR2,53,210,5,5,398,NA,1671,516,18.8,5111,498,617,44.8,10.35,field,NA,
G3YR2,53,210,5,5.1,398,NA,1671,516,18.8,5111,498,617,44.8,10.35,field,NA,
G3YR2,53,210,5,5.2,398,NA,1671,516,18.8,5111,498,617,44.8,10.35,field,NA,
G3YR2,54,210,7,6.8,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,5.5,
G3YR2,54,210,7,6.9,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,54,210,7,7,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,54,210,7,7.1,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,54,210,7,7.2,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,55,210,9,8.8,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,9.57,
G3YR2,55,210,9,8.9,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,55,210,9,9,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,55,210,9,9.1,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,55,210,9,9.2,396,NA,2322,612,28.9,2085,217,303,33.2,NA,field,NA,
G3YR2,56,210,11,10.8,432,NA,3490,812,45.2,2096,220,303,38.8,9.79,field,5.76,
G3YR2,56,210,11,10.9,432,NA,3490,812,45.2,2096,220,303,38.8,9.79,field,NA,
G3YR2,56,210,11,11,432,NA,3490,812,45.2,2096,220,303,38.8,9.79,field,NA,
G3YR2,56,210,11,11.1,432,NA,3490,812,45.2,2096,220,303,38.8,9.79,field,NA,
G3YR2,56,210,11,11.2,432,NA,3490,812,45.2,2096,220,303,38.8,9.79,field,NA,
G3YR2,57,210,13,12.8,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,10.2,
G3YR2,57,210,13,12.9,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,57,210,13,13,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,57,210,13,13.1,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,57,210,13,13.2,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,58,210,15,14.8,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,2.98,
G3YR2,58,210,15,14.9,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,58,210,15,15,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,58,210,15,15.1,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,58,210,15,15.2,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,59,210,17,16.8,355,NA,3370,810,47.2,4722,470,611,38.9,NA,field,8.54,
G3YR2,59,210,17,16.9,355,NA,3370,810,47.2,4722,470,611,38.9,NA,field,NA,
G3YR2,59,210,17,17,355,NA,3370,810,47.2,4722,470,611,38.9,NA,field,NA,
G3YR2,59,210,17,17.1,355,NA,3370,810,47.2,4722,470,611,38.9,NA,field,NA,
G3YR2,59,210,17,17.2,355,NA,3370,810,47.2,4722,470,611,38.9,NA,field,NA,
G3YR2,60,210,19,18.8,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,8.42,
G3YR2,60,210,19,18.9,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,60,210,19,19,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,60,210,19,19.1,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,60,210,19,19.2,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,61,210,21,20.8,411,NA,3128,808,1,1793,184,301,17,NA,field,6.3,
G3YR2,61,210,21,20.9,411,NA,3128,808,1,1793,184,301,17,NA,field,NA,
G3YR2,61,210,21,21,411,NA,3128,808,1,1793,184,301,17,NA,field,NA,
G3YR2,61,210,21,21.1,411,NA,3128,808,1,1793,184,301,17,NA,field,NA,
G3YR2,61,210,21,21.2,411,NA,3128,808,1,1793,184,301,17,NA,field,NA,
G3YR2,62,210,23,22.8,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,7.82,
G3YR2,62,210,23,22.9,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,62,210,23,23,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,62,210,23,23.1,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,62,210,23,23.2,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,63,210,25,24.8,349,NA,1250,422,49.2,7158,700,821,49,NA,field,10.4,
G3YR2,63,210,25,24.9,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,63,210,25,25,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,63,210,25,25.1,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,63,210,25,25.2,349,NA,1250,422,49.2,7158,700,821,49,NA,field,NA,
G3YR2,64,210,27,26.8,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,9.27,
G3YR2,64,210,27,26.9,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,64,210,27,27,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,64,210,27,27.1,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,64,210,27,27.2,432,NA,3490,812,45.2,906,57,207,12.8,9.92,field,NA,
G3YR2,65,210,29,28.8,359,NA,3303,810,21,1629,151,300,1.1,NA,field,5.5,
G3YR2,65,210,29,28.9,359,NA,3303,810,21,1629,151,300,1.1,NA,field,NA,
G3YR2,65,210,29,29,359,NA,3303,810,21,1629,151,300,1.1,NA,field,NA,
G3YR2,65,210,29,29.1,359,NA,3303,810,21,1629,151,300,1.1,NA,field,NA,
G3YR2,65,210,29,29.2,359,NA,3303,810,21,1629,151,300,1.1,NA,field,NA,
G3YR2,66,210,31,30.8,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,9.23,
G3YR2,66,210,31,30.9,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,66,210,31,31,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,66,210,31,31.1,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,66,210,31,31.2,396,NA,2322,612,28.9,2081,217,303,32.8,8.23,field,NA,
G3YR2,67,210,33,32.8,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,3.99,
G3YR2,67,210,33,32.9,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,67,210,33,33,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,67,210,33,33.1,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,67,210,33,33.2,432,NA,3490,812,45.2,2100,220,303,39.2,NA,field,NA,
G3YR2,68,210,35,34.8,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,7.87,
G3YR2,68,210,35,34.9,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,68,210,35,35,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,68,210,35,35.1,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,68,210,35,35.2,447,NA,815,412,25.2,6281,607,803,12.8,8.25,field,NA,
G3YR2,69,210,37,36.8,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,4.52,
G3YR2,69,210,37,36.9,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,69,210,37,37,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,69,210,37,37.1,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,69,210,37,37.2,400,NA,1980,606,41.2,2977,296,409,40.9,NA,field,NA,
G3YR2,70,210,39,38.8,409,NA,1697,516,28.9,6808,662,815,23,NA,field,6.83,
G3YR2,70,210,39,38.9,409,NA,1697,516,28.9,6808,662,815,23,NA,field,NA,
G3YR2,70,210,39,39,409,NA,1697,516,28.9,6808,662,815,23,NA,field,NA,
G3YR2,70,210,39,39.1,409,NA,1697,516,28.9,6808,662,815,23,NA,field,NA,
G3YR2,70,210,39,39.2,409,NA,1697,516,28.9,6808,662,815,23,NA,field,NA,
G3YR2,71,210,41,40.8,373,NA,3278,810,11,4385,402,607,3.2,NA,field,11.41,
G3YR2,71,210,41,40.9,373,NA,3278,810,11,4385,402,607,3.2,NA,field,NA,
G3YR2,71,210,41,41,373,NA,3278,810,11,4385,402,607,3.2,NA,field,NA,
G3YR2,71,210,41,41.1,373,NA,3278,810,11,4385,402,607,3.2,NA,field,NA,
G3YR2,71,210,41,41.2,373,NA,3278,810,11,4385,402,607,3.2,NA,field,NA,
G3YR2,72,210,43,42.8,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,10.61,
G3YR2,72,210,43,42.9,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,72,210,43,43,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,72,210,43,43.1,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,72,210,43,43.2,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,73,210,45,44.8,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,10.63,
G3YR2,73,210,45,44.9,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,73,210,45,45,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,73,210,45,45.1,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,73,210,45,45.2,409,NA,3266,810,6.8,3014,303,410,5.1,NA,field,NA,
G3YR2,74,210,47,46.8,344,NA,2232,610,42.9,3597,345,425,38.9,NA,field,3.59,
G3YR2,74,210,47,46.9,344,NA,2232,610,42.9,3597,345,425,38.9,NA,field,NA,
G3YR2,74,210,47,47,344,NA,2232,610,42.9,3597,345,425,38.9,NA,field,NA,
G3YR2,74,210,47,47.1,344,NA,2232,610,42.9,3597,345,425,38.9,NA,field,NA,
G3YR2,74,210,47,47.2,344,NA,2232,610,42.9,3597,345,425,38.9,NA,field,NA,
G3YR2,75,210,49,48.8,355,NA,351,222,40.8,2896,280,409,8.8,11.07,field,1.38,
greenhouse,374,211,1,0.8,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.44,
greenhouse,374,211,1,0.9,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,374,211,1,1,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,374,211,1,1.1,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,374,211,1,1.2,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,375,211,3,2.8,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04,
greenhouse,375,211,3,2.9,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,375,211,3,3,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,375,211,3,3.1,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,375,211,3,3.2,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,377,211,5,4.8,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.16,
greenhouse,377,211,5,4.9,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,377,211,5,5,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,377,211,5,5.1,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,377,211,5,5.2,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,387,211,7,6.8,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,
greenhouse,387,211,7,6.9,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,387,211,7,7,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,387,211,7,7.1,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,387,211,7,7.2,3,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,389,211,9,8.8,121,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.09,
greenhouse,389,211,9,8.9,121,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,389,211,9,9,121,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
