cohort,packID,row,group.position,position,damID,sireID,2015positionID,2015row,2015position,maternalpositionID,maternalpackID,maternalrow,maternalposition,maternal.seed.mass,maternal.cohort,seed.mass,planting.notes
greenhouse,1,103,1,0.8,148,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83,
greenhouse,1,103,1,0.9,148,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,1,103,1,1,148,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,1,103,1,1.1,148,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,1,103,1,1.2,148,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,6,103,3,2.8,114,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.94,
greenhouse,6,103,3,2.9,114,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,6,103,3,3,114,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,6,103,3,3.1,114,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,6,103,3,3.2,114,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,9,103,5,4.8,73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.78,
greenhouse,9,103,5,4.9,73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,9,103,5,5,73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,9,103,5,5.1,73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,9,103,5,5.2,73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,10,103,7,6.8,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,
greenhouse,10,103,7,6.9,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,10,103,7,7,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,10,103,7,7.1,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,10,103,7,7.2,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,12,103,9,8.8,77,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.31,
greenhouse,12,103,9,8.9,77,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,12,103,9,9,77,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,12,103,9,9.1,77,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,12,103,9,9.2,77,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,14,103,11,10.8,189,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96,
greenhouse,14,103,11,10.9,189,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,14,103,11,11,189,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,14,103,11,11.1,189,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,14,103,11,11.2,189,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,17,103,13,12.8,27,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29,
greenhouse,17,103,13,12.9,27,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,17,103,13,13,27,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,17,103,13,13.1,27,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,17,103,13,13.2,27,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,21,103,15,14.8,194,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.59,
greenhouse,21,103,15,14.9,194,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,21,103,15,15,194,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,21,103,15,15.1,194,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,21,103,15,15.2,194,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,22,103,17,16.8,24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,
greenhouse,22,103,17,16.9,24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,22,103,17,17,24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,22,103,17,17.1,24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,22,103,17,17.2,24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,26,103,19,18.8,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,
greenhouse,26,103,19,18.9,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,26,103,19,19,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,26,103,19,19.1,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,26,103,19,19.2,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,28,103,21,20.8,91,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18,
greenhouse,28,103,21,20.9,91,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,28,103,21,21,91,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,28,103,21,21.1,91,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,28,103,21,21.2,91,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,32,103,23,22.8,29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,
greenhouse,32,103,23,22.9,29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,32,103,23,23,29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,32,103,23,23.1,29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,32,103,23,23.2,29,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,33,103,25,24.8,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.93,
greenhouse,33,103,25,24.9,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,33,103,25,25,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,33,103,25,25.1,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,33,103,25,25.2,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,35,103,27,26.8,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,
greenhouse,35,103,27,26.9,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,35,103,27,27,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,35,103,27,27.1,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,35,103,27,27.2,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,42,103,29,28.8,144,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,
greenhouse,42,103,29,28.9,144,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,42,103,29,29,144,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,42,103,29,29.1,144,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,42,103,29,29.2,144,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,46,103,31,30.8,175,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,
greenhouse,46,103,31,30.9,175,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,46,103,31,31,175,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,46,103,31,31.1,175,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,46,103,31,31.2,175,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,51,103,33,32.8,2,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.96,
greenhouse,51,103,33,32.9,2,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,51,103,33,33,2,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,51,103,33,33.1,2,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,51,103,33,33.2,2,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,52,103,35,34.8,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.68,
greenhouse,52,103,35,34.9,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,52,103,35,35,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,52,103,35,35.1,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,52,103,35,35.2,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,53,103,37,36.8,202,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32,
greenhouse,53,103,37,36.9,202,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,53,103,37,37,202,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,53,103,37,37.1,202,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,53,103,37,37.2,202,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,55,103,39,38.8,56,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,
greenhouse,55,103,39,38.9,56,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,55,103,39,39,56,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,55,103,39,39.1,56,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,55,103,39,39.2,56,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,60,103,41,40.8,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18,
greenhouse,60,103,41,40.9,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,60,103,41,41,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,60,103,41,41.1,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,60,103,41,41.2,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,61,103,43,42.8,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97,
greenhouse,61,103,43,42.9,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,61,103,43,43,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,61,103,43,43.1,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,61,103,43,43.2,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,62,103,45,44.8,105,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46,
greenhouse,62,103,45,44.9,105,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,62,103,45,45,105,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,62,103,45,45.1,105,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,62,103,45,45.2,105,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,64,103,47,46.8,185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,
greenhouse,64,103,47,46.9,185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,64,103,47,47,185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,64,103,47,47.1,185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,64,103,47,47.2,185,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,67,103,49,48.8,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37,
greenhouse,67,103,49,48.9,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,67,103,49,49,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,67,103,49,49.1,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,67,103,49,49.2,109,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,72,104,1,0.8,150,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,
greenhouse,72,104,1,0.9,150,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,72,104,1,1,150,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,72,104,1,1.1,150,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,72,104,1,1.2,150,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,73,104,3,2.8,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14,
greenhouse,73,104,3,2.9,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,73,104,3,3,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,73,104,3,3.1,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,73,104,3,3.2,179,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,75,104,5,4.8,50,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,
greenhouse,75,104,5,4.9,50,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,75,104,5,5,50,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,75,104,5,5.1,50,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,75,104,5,5.2,50,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,79,104,7,6.8,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,
greenhouse,79,104,7,6.9,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,79,104,7,7,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,79,104,7,7.1,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,79,104,7,7.2,104,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,81,104,9,8.8,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.91,
greenhouse,81,104,9,8.9,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,81,104,9,9,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,81,104,9,9.1,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,81,104,9,9.2,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,85,104,11,10.8,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,
greenhouse,85,104,11,10.9,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,85,104,11,11,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,85,104,11,11.1,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,85,104,11,11.2,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,87,104,13,12.8,186,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,
greenhouse,87,104,13,12.9,186,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,87,104,13,13,186,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,87,104,13,13.1,186,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,87,104,13,13.2,186,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,88,104,15,14.8,94,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,
greenhouse,88,104,15,14.9,94,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,88,104,15,15,94,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,88,104,15,15.1,94,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,88,104,15,15.2,94,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,89,104,17,16.8,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07,
greenhouse,89,104,17,16.9,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,89,104,17,17,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,89,104,17,17.1,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,89,104,17,17.2,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,90,104,19,18.8,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,
greenhouse,90,104,19,18.9,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,90,104,19,19,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,90,104,19,19.1,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,90,104,19,19.2,83,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,92,104,21,20.8,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,
greenhouse,92,104,21,20.9,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,92,104,21,21,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,92,104,21,21.1,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,92,104,21,21.2,39,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,94,104,23,22.8,116,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.57,
greenhouse,94,104,23,22.9,116,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,94,104,23,23,116,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,94,104,23,23.1,116,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,94,104,23,23.2,116,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,97,104,25,24.8,40,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88,
greenhouse,97,104,25,24.9,40,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,97,104,25,25,40,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,97,104,25,25.1,40,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,97,104,25,25.2,40,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,98,104,27,26.8,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.16,
greenhouse,98,104,27,26.9,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,98,104,27,27,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,98,104,27,27.1,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,98,104,27,27.2,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,103,104,29,28.8,47,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.36,
greenhouse,103,104,29,28.9,47,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,103,104,29,29,47,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,103,104,29,29.1,47,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,103,104,29,29.2,47,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,105,104,31,30.8,155,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,
greenhouse,105,104,31,30.9,155,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,105,104,31,31,155,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,105,104,31,31.1,155,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,105,104,31,31.2,155,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,109,104,33,32.8,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81,
greenhouse,109,104,33,32.9,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,109,104,33,33,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,109,104,33,33.1,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,109,104,33,33.2,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,110,104,35,34.8,158,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.09,
greenhouse,110,104,35,34.9,158,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,110,104,35,35,158,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,110,104,35,35.1,158,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,110,104,35,35.2,158,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,111,104,37,36.8,146,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.02,
greenhouse,111,104,37,36.9,146,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,111,104,37,37,146,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,111,104,37,37.1,146,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,111,104,37,37.2,146,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,116,104,39,38.8,88,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84,
greenhouse,116,104,39,38.9,88,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,116,104,39,39,88,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,116,104,39,39.1,88,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,116,104,39,39.2,88,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,124,104,41,40.8,64,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,
greenhouse,124,104,41,40.9,64,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,124,104,41,41,64,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,124,104,41,41.1,64,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,124,104,41,41.2,64,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,128,104,43,42.8,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,
greenhouse,128,104,43,42.9,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,128,104,43,43,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,128,104,43,43.1,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,128,104,43,43.2,153,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,132,104,45,44.8,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,
greenhouse,132,104,45,44.9,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,132,104,45,45,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,132,104,45,45.1,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,132,104,45,45.2,177,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,138,104,47,46.8,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,
greenhouse,138,104,47,46.9,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,138,104,47,47,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,138,104,47,47.1,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,138,104,47,47.2,20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,143,104,49,48.8,85,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,
greenhouse,143,104,49,48.9,85,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,143,104,49,49,85,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,143,104,49,49.1,85,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
greenhouse,143,104,49,49.2,85,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
G2YR2,300,105,1,0.8,195,152,NA,NA,NA,5749,1326,709,49.1,NA,greenhouse,4.3,
G2YR2,300,105,1,0.9,195,152,NA,NA,NA,5749,1326,709,49.1,NA,greenhouse,NA,
G2YR2,300,105,1,1,195,152,NA,NA,NA,5749,1326,709,49.1,NA,greenhouse,NA,
G2YR2,300,105,1,1.1,195,152,NA,NA,NA,5749,1326,709,49.1,NA,greenhouse,NA,
G2YR2,300,105,1,1.2,195,152,NA,NA,NA,5749,1326,709,49.1,NA,greenhouse,NA,
G2YR2,301,105,3,2.8,100,81,NA,NA,NA,2498,542,401,49,NA,greenhouse,2.31,
G2YR2,301,105,3,2.9,100,81,NA,NA,NA,2498,542,401,49,NA,greenhouse,NA,
G2YR2,301,105,3,3,100,81,NA,NA,NA,2498,542,401,49,NA,greenhouse,NA,
G2YR2,301,105,3,3.1,100,81,NA,NA,NA,2498,542,401,49,NA,greenhouse,NA,
G2YR2,301,105,3,3.2,100,81,NA,NA,NA,2498,542,401,49,NA,greenhouse,NA,
G2YR2,302,105,5,4.8,121,166,NA,NA,NA,2321,458,311,28.8,11.82,greenhouse,2.83,
G2YR2,302,105,5,4.9,121,166,NA,NA,NA,2321,458,311,28.8,11.82,greenhouse,NA,
G2YR2,302,105,5,5,121,166,NA,NA,NA,2321,458,311,28.8,11.82,greenhouse,NA,
G2YR2,302,105,5,5.1,121,166,NA,NA,NA,2321,458,311,28.8,11.82,greenhouse,NA,
G2YR2,302,105,5,5.2,121,166,NA,NA,NA,2321,458,311,28.8,11.82,greenhouse,NA,
G2YR2,303,105,7,6.8,97,60,NA,NA,NA,1944,410,302,27.1,NA,greenhouse,4.71,
G2YR2,303,105,7,6.9,97,60,NA,NA,NA,1944,410,302,27.1,NA,greenhouse,NA,
G2YR2,303,105,7,7,97,60,NA,NA,NA,1944,410,302,27.1,NA,greenhouse,NA,
G2YR2,303,105,7,7.1,97,60,NA,NA,NA,1944,410,302,27.1,NA,greenhouse,NA,
G2YR2,303,105,7,7.2,97,60,NA,NA,NA,1944,410,302,27.1,NA,greenhouse,NA,
G2YR2,304,105,9,8.8,180,163,NA,NA,NA,1981,432,302,42.8,16.45,greenhouse,3.09,
G2YR2,304,105,9,8.9,180,163,NA,NA,NA,1981,432,302,42.8,16.45,greenhouse,NA,
