cohort,packID,row,group.position,position,maternalpositionID,maternalrow,maternalposition,sireID,damID,seed.mass,seed.mass.mg,
greenhouse,1275,414,47,46.9,NA,NA,NA,5,116,NA,NA,
greenhouse,1275,414,47,47,NA,NA,NA,5,116,NA,NA,
greenhouse,1275,414,47,47.1,NA,NA,NA,5,116,NA,NA,
greenhouse,1275,414,47,47.2,NA,NA,NA,5,116,NA,NA,
greenhouse,1276,414,49,48.8,NA,NA,NA,81,52,NA,9.84,
greenhouse,1276,414,49,48.9,NA,NA,NA,81,52,NA,NA,
greenhouse,1276,414,49,49,NA,NA,NA,81,52,NA,NA,
greenhouse,1276,414,49,49.1,NA,NA,NA,81,52,NA,NA,
greenhouse,1276,414,49,49.2,NA,NA,NA,81,52,NA,NA,
greenhouse,1278,415,1,0.8,NA,NA,NA,123,70,NA,15.45,
greenhouse,1278,415,1,0.9,NA,NA,NA,123,70,NA,NA,
greenhouse,1278,415,1,1,NA,NA,NA,123,70,NA,NA,
greenhouse,1278,415,1,1.1,NA,NA,NA,123,70,NA,NA,
greenhouse,1278,415,1,1.2,NA,NA,NA,123,70,NA,NA,
greenhouse,1280,415,3,2.8,NA,NA,NA,49,145,NA,10.11,
greenhouse,1280,415,3,2.9,NA,NA,NA,49,145,NA,NA,
greenhouse,1280,415,3,3,NA,NA,NA,49,145,NA,NA,
greenhouse,1280,415,3,3.1,NA,NA,NA,49,145,NA,NA,
greenhouse,1280,415,3,3.2,NA,NA,NA,49,145,NA,NA,
greenhouse,1283,415,5,4.8,NA,NA,NA,117,84,NA,9.39,
greenhouse,1283,415,5,4.9,NA,NA,NA,117,84,NA,NA,
greenhouse,1283,415,5,5,NA,NA,NA,117,84,NA,NA,
greenhouse,1283,415,5,5.1,NA,NA,NA,117,84,NA,NA,
greenhouse,1283,415,5,5.2,NA,NA,NA,117,84,NA,NA,
greenhouse,1285,415,7,6.8,NA,NA,NA,75,148,NA,11.07,
greenhouse,1285,415,7,6.9,NA,NA,NA,75,148,NA,NA,
greenhouse,1285,415,7,7,NA,NA,NA,75,148,NA,NA,
greenhouse,1285,415,7,7.1,NA,NA,NA,75,148,NA,NA,
greenhouse,1285,415,7,7.2,NA,NA,NA,75,148,NA,NA,
greenhouse,1287,415,9,8.8,NA,NA,NA,198,147,NA,9.80,
greenhouse,1287,415,9,8.9,NA,NA,NA,198,147,NA,NA,
greenhouse,1287,415,9,9,NA,NA,NA,198,147,NA,NA,
greenhouse,1287,415,9,9.1,NA,NA,NA,198,147,NA,NA,
greenhouse,1287,415,9,9.2,NA,NA,NA,198,147,NA,NA,
greenhouse,1292,415,11,10.8,NA,NA,NA,146,149,NA,9.98,
greenhouse,1292,415,11,10.9,NA,NA,NA,146,149,NA,NA,
greenhouse,1292,415,11,11,NA,NA,NA,146,149,NA,NA,
greenhouse,1292,415,11,11.1,NA,NA,NA,146,149,NA,NA,
greenhouse,1292,415,11,11.2,NA,NA,NA,146,149,NA,NA,
greenhouse,1295,415,13,12.8,NA,NA,NA,76,196,NA,10.88,
greenhouse,1295,415,13,12.9,NA,NA,NA,76,196,NA,NA,
greenhouse,1295,415,13,13,NA,NA,NA,76,196,NA,NA,
greenhouse,1295,415,13,13.1,NA,NA,NA,76,196,NA,NA,
greenhouse,1295,415,13,13.2,NA,NA,NA,76,196,NA,NA,
greenhouse,1296,415,15,14.8,NA,NA,NA,56,64,NA,8.15,
greenhouse,1296,415,15,14.9,NA,NA,NA,56,64,NA,NA,
greenhouse,1296,415,15,15,NA,NA,NA,56,64,NA,NA,
greenhouse,1296,415,15,15.1,NA,NA,NA,56,64,NA,NA,
greenhouse,1296,415,15,15.2,NA,NA,NA,56,64,NA,NA,
greenhouse,1299,415,17,16.8,NA,NA,NA,159,150,NA,10.71,
greenhouse,1299,415,17,16.9,NA,NA,NA,159,150,NA,NA,
greenhouse,1299,415,17,17,NA,NA,NA,159,150,NA,NA,
greenhouse,1299,415,17,17.1,NA,NA,NA,159,150,NA,NA,
greenhouse,1299,415,17,17.2,NA,NA,NA,159,150,NA,NA,
greenhouse,1300,415,19,18.8,NA,NA,NA,180,112,NA,7.94,
greenhouse,1300,415,19,18.9,NA,NA,NA,180,112,NA,NA,
greenhouse,1300,415,19,19,NA,NA,NA,180,112,NA,NA,
greenhouse,1300,415,19,19.1,NA,NA,NA,180,112,NA,NA,
greenhouse,1300,415,19,19.2,NA,NA,NA,180,112,NA,NA,
greenhouse,1303,415,21,20.8,NA,NA,NA,20,34,NA,9.85,
greenhouse,1303,415,21,20.9,NA,NA,NA,20,34,NA,NA,
greenhouse,1303,415,21,21,NA,NA,NA,20,34,NA,NA,
greenhouse,1303,415,21,21.1,NA,NA,NA,20,34,NA,NA,
greenhouse,1303,415,21,21.2,NA,NA,NA,20,34,NA,NA,
greenhouse,1304,415,23,22.8,NA,NA,NA,110,189,NA,11.91,
greenhouse,1304,415,23,22.9,NA,NA,NA,110,189,NA,NA,
greenhouse,1304,415,23,23,NA,NA,NA,110,189,NA,NA,
greenhouse,1304,415,23,23.1,NA,NA,NA,110,189,NA,NA,
greenhouse,1304,415,23,23.2,NA,NA,NA,110,189,NA,NA,
greenhouse,1307,415,25,24.8,NA,NA,NA,71,63,NA,9.19,
greenhouse,1307,415,25,24.9,NA,NA,NA,71,63,NA,NA,
greenhouse,1307,415,25,25,NA,NA,NA,71,63,NA,NA,
greenhouse,1307,415,25,25.1,NA,NA,NA,71,63,NA,NA,
greenhouse,1307,415,25,25.2,NA,NA,NA,71,63,NA,NA,
greenhouse,1308,415,27,26.8,NA,NA,NA,105,69,NA,7.74,
greenhouse,1308,415,27,26.9,NA,NA,NA,105,69,NA,NA,
greenhouse,1308,415,27,27,NA,NA,NA,105,69,NA,NA,
greenhouse,1308,415,27,27.1,NA,NA,NA,105,69,NA,NA,
greenhouse,1308,415,27,27.2,NA,NA,NA,105,69,NA,NA,
greenhouse,1310,415,29,28.8,NA,NA,NA,30,199,NA,13.29,
greenhouse,1310,415,29,28.9,NA,NA,NA,30,199,NA,NA,
greenhouse,1310,415,29,29,NA,NA,NA,30,199,NA,NA,
greenhouse,1310,415,29,29.1,NA,NA,NA,30,199,NA,NA,
greenhouse,1310,415,29,29.2,NA,NA,NA,30,199,NA,NA,
greenhouse,1311,415,31,30.8,NA,NA,NA,53,14,NA,16.04,
greenhouse,1311,415,31,30.9,NA,NA,NA,53,14,NA,NA,
greenhouse,1311,415,31,31,NA,NA,NA,53,14,NA,NA,
greenhouse,1311,415,31,31.1,NA,NA,NA,53,14,NA,NA,
greenhouse,1311,415,31,31.2,NA,NA,NA,53,14,NA,NA,
greenhouse,1313,415,33,32.8,NA,NA,NA,16,6,NA,12.34,
greenhouse,1313,415,33,32.9,NA,NA,NA,16,6,NA,NA,
greenhouse,1313,415,33,33,NA,NA,NA,16,6,NA,NA,
greenhouse,1313,415,33,33.1,NA,NA,NA,16,6,NA,NA,
greenhouse,1313,415,33,33.2,NA,NA,NA,16,6,NA,NA,
greenhouse,1315,415,35,34.8,NA,NA,NA,16,191,NA,8.63,
greenhouse,1315,415,35,34.9,NA,NA,NA,16,191,NA,NA,
greenhouse,1315,415,35,35,NA,NA,NA,16,191,NA,NA,
greenhouse,1315,415,35,35.1,NA,NA,NA,16,191,NA,NA,
greenhouse,1315,415,35,35.2,NA,NA,NA,16,191,NA,NA,
greenhouse,1317,415,37,36.8,NA,NA,NA,184,86,NA,8.35,
greenhouse,1317,415,37,36.9,NA,NA,NA,184,86,NA,NA,
greenhouse,1317,415,37,37,NA,NA,NA,184,86,NA,NA,
greenhouse,1317,415,37,37.1,NA,NA,NA,184,86,NA,NA,
greenhouse,1317,415,37,37.2,NA,NA,NA,184,86,NA,NA,
greenhouse,1320,415,39,38.8,NA,NA,NA,71,63,NA,11.35,
greenhouse,1320,415,39,38.9,NA,NA,NA,71,63,NA,NA,
greenhouse,1320,415,39,39,NA,NA,NA,71,63,NA,NA,
greenhouse,1320,415,39,39.1,NA,NA,NA,71,63,NA,NA,
greenhouse,1320,415,39,39.2,NA,NA,NA,71,63,NA,NA,
greenhouse,1321,415,41,40.8,NA,NA,NA,39,90,NA,6.81,
greenhouse,1321,415,41,40.9,NA,NA,NA,39,90,NA,NA,
greenhouse,1321,415,41,41,NA,NA,NA,39,90,NA,NA,
greenhouse,1321,415,41,41.1,NA,NA,NA,39,90,NA,NA,
greenhouse,1321,415,41,41.2,NA,NA,NA,39,90,NA,NA,
greenhouse,1326,415,43,42.8,NA,NA,NA,123,70,NA,12.03,
greenhouse,1326,415,43,42.9,NA,NA,NA,123,70,NA,NA,
greenhouse,1326,415,43,43,NA,NA,NA,123,70,NA,NA,
greenhouse,1326,415,43,43.1,NA,NA,NA,123,70,NA,NA,
greenhouse,1326,415,43,43.2,NA,NA,NA,123,70,NA,NA,
greenhouse,1327,415,45,44.8,NA,NA,NA,154,66,NA,14.72,
greenhouse,1327,415,45,44.9,NA,NA,NA,154,66,NA,NA,
greenhouse,1327,415,45,45,NA,NA,NA,154,66,NA,NA,
greenhouse,1327,415,45,45.1,NA,NA,NA,154,66,NA,NA,
greenhouse,1327,415,45,45.2,NA,NA,NA,154,66,NA,NA,
greenhouse,1328,415,47,46.8,NA,NA,NA,180,192,NA,14.83,
greenhouse,1328,415,47,46.9,NA,NA,NA,180,192,NA,NA,
greenhouse,1328,415,47,47,NA,NA,NA,180,192,NA,NA,
greenhouse,1328,415,47,47.1,NA,NA,NA,180,192,NA,NA,
greenhouse,1328,415,47,47.2,NA,NA,NA,180,192,NA,NA,
greenhouse,1334,415,49,48.8,NA,NA,NA,184,79,NA,11.27,
greenhouse,1334,415,49,48.9,NA,NA,NA,184,79,NA,NA,
greenhouse,1334,415,49,49,NA,NA,NA,184,79,NA,NA,
greenhouse,1334,415,49,49.1,NA,NA,NA,184,79,NA,NA,
greenhouse,1334,415,49,49.2,NA,NA,NA,184,79,NA,NA,
field,451,503,1,0.8,1175,205,19.2,117,18,NA,9.05,
field,451,503,1,0.9,1175,205,19.2,117,18,NA,NA,
field,451,503,1,1,1175,205,19.2,117,18,NA,NA,
field,451,503,1,1.1,1175,205,19.2,117,18,NA,NA,
field,451,503,1,1.2,1175,205,19.2,117,18,NA,NA,
field,452,503,3,2.8,72,108,28.9,81,52,NA,3.68,
field,452,503,3,2.9,72,108,28.9,81,52,NA,NA,
field,452,503,3,3,72,108,28.9,81,52,NA,NA,
field,452,503,3,3.1,72,108,28.9,81,52,NA,NA,
field,452,503,3,3.2,72,108,28.9,81,52,NA,NA,
field,453,503,5,4.8,2228,305,41,75,148,NA,10.04,
field,453,503,5,4.9,2228,305,41,75,148,NA,NA,
field,453,503,5,5,2228,305,41,75,148,NA,NA,
field,453,503,5,5.1,2228,305,41,75,148,NA,NA,
field,453,503,5,5.2,2228,305,41,75,148,NA,NA,
field,454,503,7,6.8,6458,722,33,164,47,NA,8.78,
field,454,503,7,6.9,6458,722,33,164,47,NA,NA,
field,454,503,7,7,6458,722,33,164,47,NA,NA,
field,454,503,7,7.1,6458,722,33,164,47,NA,NA,
field,454,503,7,7.2,6458,722,33,164,47,NA,NA,
field,455,503,9,8.8,3759,416,3.1,131,67,NA,5.93,
field,455,503,9,8.9,3759,416,3.1,131,67,NA,NA,
field,455,503,9,9,3759,416,3.1,131,67,NA,NA,
field,455,503,9,9.1,3759,416,3.1,131,67,NA,NA,
field,455,503,9,9.2,3759,416,3.1,131,67,NA,NA,
field,456,503,11,10.8,1053,203,21,91,141,NA,8.48,
field,456,503,11,10.9,1053,203,21,91,141,NA,NA,
field,456,503,11,11,1053,203,21,91,141,NA,NA,
field,456,503,11,11.1,1053,203,21,91,141,NA,NA,
field,456,503,11,11.2,1053,203,21,91,141,NA,NA,
field,457,503,13,12.8,92,108,36.9,26,80,NA,6.95,
field,457,503,13,12.9,92,108,36.9,26,80,NA,NA,
field,457,503,13,13,92,108,36.9,26,80,NA,NA,
field,457,503,13,13.1,92,108,36.9,26,80,NA,NA,
field,457,503,13,13.2,92,108,36.9,26,80,NA,NA,
field,458,503,15,14.8,1201,205,30.8,130,88,14.02,8.75,
field,458,503,15,14.9,1201,205,30.8,130,88,14.02,NA,
field,458,503,15,15,1201,205,30.8,130,88,14.02,NA,
field,458,503,15,15.1,1201,205,30.8,130,88,14.02,NA,
field,458,503,15,15.2,1201,205,30.8,130,88,14.02,NA,
field,459,503,17,16.8,2228,305,41,75,148,NA,9.17,
field,459,503,17,16.9,2228,305,41,75,148,NA,NA,
field,459,503,17,17,2228,305,41,75,148,NA,NA,
field,459,503,17,17.1,2228,305,41,75,148,NA,NA,
field,459,503,17,17.2,2228,305,41,75,148,NA,NA,
field,460,503,19,18.8,1680,217,21.2,68,158,NA,7.36,
field,460,503,19,18.9,1680,217,21.2,68,158,NA,NA,
field,460,503,19,19,1680,217,21.2,68,158,NA,NA,
field,460,503,19,19.1,1680,217,21.2,68,158,NA,NA,
field,460,503,19,19.2,1680,217,21.2,68,158,NA,NA,
field,461,503,21,20.8,2126,305,0.8,41,32,8.86,6.38,
field,461,503,21,20.9,2126,305,0.8,41,32,8.86,NA,
field,461,503,21,21,2126,305,0.8,41,32,8.86,NA,
field,461,503,21,21.1,2126,305,0.8,41,32,8.86,NA,
field,461,503,21,21.2,2126,305,0.8,41,32,8.86,NA,
field,462,503,23,22.8,2128,305,1,41,32,NA,6.75,
field,462,503,23,22.9,2128,305,1,41,32,NA,NA,
field,462,503,23,23,2128,305,1,41,32,NA,NA,
field,462,503,23,23.1,2128,305,1,41,32,NA,NA,
field,462,503,23,23.2,2128,305,1,41,32,NA,NA,
field,463,503,25,24.8,2228,305,41,75,148,NA,8.99,
field,463,503,25,24.9,2228,305,41,75,148,NA,NA,
field,463,503,25,25,2228,305,41,75,148,NA,NA,
field,463,503,25,25.1,2228,305,41,75,148,NA,NA,
field,463,503,25,25.2,2228,305,41,75,148,NA,NA,
field,464,503,27,26.8,1547,213,18.9,30,94,NA,10.99,
field,464,503,27,26.9,1547,213,18.9,30,94,NA,NA,
field,464,503,27,27,1547,213,18.9,30,94,NA,NA,
field,464,503,27,27.1,1547,213,18.9,30,94,NA,NA,
field,464,503,27,27.2,1547,213,18.9,30,94,NA,NA,
field,465,503,29,28.8,331,116,32.8,53,14,13.47,5.78,
field,465,503,29,28.9,331,116,32.8,53,14,13.47,NA,
field,465,503,29,29,331,116,32.8,53,14,13.47,NA,
field,465,503,29,29.1,331,116,32.8,53,14,13.47,NA,
field,465,503,29,29.2,331,116,32.8,53,14,13.47,NA,
field,466,503,31,30.8,2655,317,11.2,136,72,NA,5.01,
field,466,503,31,30.9,2655,317,11.2,136,72,NA,NA,
field,466,503,31,31,2655,317,11.2,136,72,NA,NA,
field,466,503,31,31.1,2655,317,11.2,136,72,NA,NA,
field,466,503,31,31.2,2655,317,11.2,136,72,NA,NA,
field,467,503,33,32.8,2914,325,15.1,76,42,NA,8.98,
field,467,503,33,32.9,2914,325,15.1,76,42,NA,NA,
field,467,503,33,33,2914,325,15.1,76,42,NA,NA,
field,467,503,33,33.1,2914,325,15.1,76,42,NA,NA,
field,467,503,33,33.2,2914,325,15.1,76,42,NA,NA,
field,468,503,35,34.8,620,119,47.2,1,179,NA,6.38,
field,468,503,35,34.9,620,119,47.2,1,179,NA,NA,
field,468,503,35,35,620,119,47.2,1,179,NA,NA,
field,468,503,35,35.1,620,119,47.2,1,179,NA,NA,
field,468,503,35,35.2,620,119,47.2,1,179,NA,NA,
field,469,503,37,36.8,2178,305,21,26,80,NA,8.30,
field,469,503,37,36.9,2178,305,21,26,80,NA,NA,
field,469,503,37,37,2178,305,21,26,80,NA,NA,
field,469,503,37,37.1,2178,305,21,26,80,NA,NA,
field,469,503,37,37.2,2178,305,21,26,80,NA,NA,
field,470,503,39,38.8,4582,513,32.9,131,67,NA,9.15,
field,470,503,39,38.9,4582,513,32.9,131,67,NA,NA,
field,470,503,39,39,4582,513,32.9,131,67,NA,NA,
field,470,503,39,39.1,4582,513,32.9,131,67,NA,NA,
field,470,503,39,39.2,4582,513,32.9,131,67,NA,NA,
NA,NA,503,41,40.8,NA,NA,NA,NA,NA,NA,NA,"position unsuitable due to mullen, moved to 800-9"
NA,NA,503,41,40.9,NA,NA,NA,NA,NA,NA,NA,"position unsuitable due to mullen, moved to 800-10"
NA,NA,503,41,41,NA,NA,NA,NA,NA,NA,NA,"position unsuitable due to mullen, moved to 800-11"
NA,NA,503,41,41.1,NA,NA,NA,NA,NA,NA,NA,"position unsuitable due to mullen, moved to 800-12"
NA,NA,503,41,41.2,NA,NA,NA,NA,NA,NA,NA,"position unsuitable due to mullen, moved to 800-13"
field,472,503,43,42.8,1053,203,21,91,141,NA,7.91,
field,472,503,43,42.9,1053,203,21,91,141,NA,NA,
field,472,503,43,43,1053,203,21,91,141,NA,NA,
field,472,503,43,43.1,1053,203,21,91,141,NA,NA,
field,472,503,43,43.2,1053,203,21,91,141,NA,NA,
field,473,503,45,44.8,1118,203,47,104,62,NA,9.52,
field,473,503,45,44.9,1118,203,47,104,62,NA,NA,
field,473,503,45,45,1118,203,47,104,62,NA,NA,
field,473,503,45,45.1,1118,203,47,104,62,NA,NA,
field,473,503,45,45.2,1118,203,47,104,62,NA,NA,
field,474,503,47,46.8,1056,203,22.8,76,96,14.53,12.23,
field,474,503,47,46.9,1056,203,22.8,76,96,14.53,NA,
field,474,503,47,47,1056,203,22.8,76,96,14.53,NA,
field,474,503,47,47.1,1056,203,22.8,76,96,14.53,NA,
field,474,503,47,47.2,1056,203,22.8,76,96,14.53,NA,
field,475,503,49,48.8,964,201,35.1,40,119,NA,6.08,
field,475,503,49,48.9,964,201,35.1,40,119,NA,NA,
field,475,503,49,49,964,201,35.1,40,119,NA,NA,
field,475,503,49,49.1,964,201,35.1,40,119,NA,NA,
field,475,503,49,49.2,964,201,35.1,40,119,NA,NA,
field,476,509,1,0.8,3926,417,20.8,98,144,11.97,9.27,
field,476,509,1,0.9,3926,417,20.8,98,144,11.97,NA,
field,476,509,1,1,3926,417,20.8,98,144,11.97,NA,
field,476,509,1,1.1,3926,417,20.8,98,144,11.97,NA,
field,476,509,1,1.2,3926,417,20.8,98,144,11.97,NA,
field,477,509,3,2.8,3926,417,20.8,98,144,11.97,8.61,
field,477,509,3,2.9,3926,417,20.8,98,144,11.97,NA,
field,477,509,3,3,3926,417,20.8,98,144,11.97,NA,
field,477,509,3,3.1,3926,417,20.8,98,144,11.97,NA,
field,477,509,3,3.2,3926,417,20.8,98,144,11.97,NA,
field,478,509,5,4.8,3731,411,42.8,183,140,10.86,6.48,
field,478,509,5,4.9,3731,411,42.8,183,140,10.86,NA,
field,478,509,5,5,3731,411,42.8,183,140,10.86,NA,
field,478,509,5,5.1,3731,411,42.8,183,140,10.86,NA,
field,478,509,5,5.2,3731,411,42.8,183,140,10.86,NA,
field,479,509,7,6.8,6140,716,5.2,23,21,NA,9.52,
field,479,509,7,6.9,6140,716,5.2,23,21,NA,NA,
field,479,509,7,7,6140,716,5.2,23,21,NA,NA,
field,479,509,7,7.1,6140,716,5.2,23,21,NA,NA,
field,479,509,7,7.2,6140,716,5.2,23,21,NA,NA,
field,480,509,9,8.8,1098,203,39,177,187,NA,10.67,
field,480,509,9,8.9,1098,203,39,177,187,NA,NA,
field,480,509,9,9,1098,203,39,177,187,NA,NA,
field,480,509,9,9.1,1098,203,39,177,187,NA,NA,
field,480,509,9,9.2,1098,203,39,177,187,NA,NA,
field,481,509,11,10.8,3925,417,19.2,105,197,NA,10.78,
field,481,509,11,10.9,3925,417,19.2,105,197,NA,NA,
field,481,509,11,11,3925,417,19.2,105,197,NA,NA,
field,481,509,11,11.1,3925,417,19.2,105,197,NA,NA,
field,481,509,11,11.2,3925,417,19.2,105,197,NA,NA,
field,482,509,13,12.8,1118,203,47,104,62,NA,9.06,
field,482,509,13,12.9,1118,203,47,104,62,NA,NA,
field,482,509,13,13,1118,203,47,104,62,NA,NA,
field,482,509,13,13.1,1118,203,47,104,62,NA,NA,
field,482,509,13,13.2,1118,203,47,104,62,NA,NA,
field,483,509,15,14.8,1662,217,14.9,9,162,NA,4.09,
field,483,509,15,14.9,1662,217,14.9,9,162,NA,NA,
field,483,509,15,15,1662,217,14.9,9,162,NA,NA,
field,483,509,15,15.1,1662,217,14.9,9,162,NA,NA,
field,483,509,15,15.2,1662,217,14.9,9,162,NA,NA,
field,484,509,17,16.8,978,201,41,40,119,NA,8.33,
field,484,509,17,16.9,978,201,41,40,119,NA,NA,
field,484,509,17,17,978,201,41,40,119,NA,NA,
field,484,509,17,17.1,978,201,41,40,119,NA,NA,
field,484,509,17,17.2,978,201,41,40,119,NA,NA,
field,485,509,19,18.8,2645,317,7.2,198,93,NA,10.18,
field,485,509,19,18.9,2645,317,7.2,198,93,NA,NA,
field,485,509,19,19,2645,317,7.2,198,93,NA,NA,
field,485,509,19,19.1,2645,317,7.2,198,93,NA,NA,
field,485,509,19,19.2,2645,317,7.2,198,93,NA,NA,
field,486,509,21,20.8,5095,609,37.2,41,32,NA,7.73,
field,486,509,21,20.9,5095,609,37.2,41,32,NA,NA,
field,486,509,21,21,5095,609,37.2,41,32,NA,NA,
field,486,509,21,21.1,5095,609,37.2,41,32,NA,NA,
field,486,509,21,21.2,5095,609,37.2,41,32,NA,NA,
field,487,509,23,22.8,72,108,28.9,81,52,NA,9.58,
field,487,509,23,22.9,72,108,28.9,81,52,NA,NA,
field,487,509,23,23,72,108,28.9,81,52,NA,NA,
field,487,509,23,23.1,72,108,28.9,81,52,NA,NA,
field,487,509,23,23.2,72,108,28.9,81,52,NA,NA,
field,488,509,25,24.8,1625,213,49.2,76,96,NA,5.92,
field,488,509,25,24.9,1625,213,49.2,76,96,NA,NA,
field,488,509,25,25,1625,213,49.2,76,96,NA,NA,
field,488,509,25,25.1,1625,213,49.2,76,96,NA,NA,
field,488,509,25,25.2,1625,213,49.2,76,96,NA,NA,
field,489,509,27,26.8,1056,203,22.8,76,96,14.53,11.10,
field,489,509,27,26.9,1056,203,22.8,76,96,14.53,NA,
field,489,509,27,27,1056,203,22.8,76,96,14.53,NA,
field,489,509,27,27.1,1056,203,22.8,76,96,14.53,NA,
field,489,509,27,27.2,1056,203,22.8,76,96,14.53,NA,
field,490,509,29,28.8,1625,213,49.2,76,96,NA,9.91,
field,490,509,29,28.9,1625,213,49.2,76,96,NA,NA,
field,490,509,29,29,1625,213,49.2,76,96,NA,NA,
field,490,509,29,29.1,1625,213,49.2,76,96,NA,NA,
field,490,509,29,29.2,1625,213,49.2,76,96,NA,NA,
field,491,509,31,30.8,3731,411,42.8,183,140,10.86,13.11,
field,491,509,31,30.9,3731,411,42.8,183,140,10.86,NA,
field,491,509,31,31,3731,411,42.8,183,140,10.86,NA,
field,491,509,31,31.1,3731,411,42.8,183,140,10.86,NA,
field,491,509,31,31.2,3731,411,42.8,183,140,10.86,NA,
field,492,509,33,32.8,3759,416,3.1,131,67,NA,4.82,
field,492,509,33,32.9,3759,416,3.1,131,67,NA,NA,
field,492,509,33,33,3759,416,3.1,131,67,NA,NA,
field,492,509,33,33.1,3759,416,3.1,131,67,NA,NA,
field,492,509,33,33.2,3759,416,3.1,131,67,NA,NA,
field,493,509,35,34.8,2628,317,1,111,126,NA,7.48,
field,493,509,35,34.9,2628,317,1,111,126,NA,NA,
field,493,509,35,35,2628,317,1,111,126,NA,NA,
field,493,509,35,35.1,2628,317,1,111,126,NA,NA,
field,493,509,35,35.2,2628,317,1,111,126,NA,NA,
field,494,509,37,36.8,4342,505,36.9,75,148,NA,10.05,
field,494,509,37,36.9,4342,505,36.9,75,148,NA,NA,
field,494,509,37,37,4342,505,36.9,75,148,NA,NA,
field,494,509,37,37.1,4342,505,36.9,75,148,NA,NA,
field,494,509,37,37.2,4342,505,36.9,75,148,NA,NA,
field,495,509,39,38.8,2802,323,20.9,146,121,NA,11.05,
field,495,509,39,38.9,2802,323,20.9,146,121,NA,NA,
field,495,509,39,39,2802,323,20.9,146,121,NA,NA,
field,495,509,39,39.1,2802,323,20.9,146,121,NA,NA,
field,495,509,39,39.2,2802,323,20.9,146,121,NA,NA,
field,496,509,41,40.8,6458,722,33,164,47,NA,9.80,
field,496,509,41,40.9,6458,722,33,164,47,NA,NA,
field,496,509,41,41,6458,722,33,164,47,NA,NA,
field,496,509,41,41.1,6458,722,33,164,47,NA,NA,
field,496,509,41,41.2,6458,722,33,164,47,NA,NA,
field,497,509,43,42.8,2383,311,3,91,58,NA,7.94,
field,497,509,43,42.9,2383,311,3,91,58,NA,NA,
field,497,509,43,43,2383,311,3,91,58,NA,NA,
field,497,509,43,43.1,2383,311,3,91,58,NA,NA,
field,497,509,43,43.2,2383,311,3,91,58,NA,NA,
field,498,509,45,44.8,3657,411,12.9,101,28,NA,8.96,
field,498,509,45,44.9,3657,411,12.9,101,28,NA,NA,
field,498,509,45,45,3657,411,12.9,101,28,NA,NA,
field,498,509,45,45.1,3657,411,12.9,101,28,NA,NA,
field,498,509,45,45.2,3657,411,12.9,101,28,NA,NA,
field,499,509,47,46.8,1670,217,17.2,26,80,NA,11.56,
field,499,509,47,46.9,1670,217,17.2,26,80,NA,NA,
field,499,509,47,47,1670,217,17.2,26,80,NA,NA,
field,499,509,47,47.1,1670,217,17.2,26,80,NA,NA,
field,499,509,47,47.2,1670,217,17.2,26,80,NA,NA,
field,500,509,49,48.8,1120,203,47.2,104,62,NA,10.33,
field,500,509,49,48.9,1120,203,47.2,104,62,NA,NA,
field,500,509,49,49,1120,203,47.2,104,62,NA,NA,
field,500,509,49,49.1,1120,203,47.2,104,62,NA,NA,
field,500,509,49,49.2,1120,203,47.2,104,62,NA,NA,
greenhouse,1336,512,1,0.8,NA,NA,NA,41,32,NA,9.56,
greenhouse,1336,512,1,0.9,NA,NA,NA,41,32,NA,NA,
greenhouse,1336,512,1,1,NA,NA,NA,41,32,NA,NA,
greenhouse,1336,512,1,1.1,NA,NA,NA,41,32,NA,NA,
greenhouse,1336,512,1,1.2,NA,NA,NA,41,32,NA,NA,
greenhouse,1337,512,3,2.8,NA,NA,NA,110,189,NA,8.26,
greenhouse,1337,512,3,2.9,NA,NA,NA,110,189,NA,NA,
greenhouse,1337,512,3,3,NA,NA,NA,110,189,NA,NA,
greenhouse,1337,512,3,3.1,NA,NA,NA,110,189,NA,NA,
greenhouse,1337,512,3,3.2,NA,NA,NA,110,189,NA,NA,
greenhouse,1342,512,5,4.8,NA,NA,NA,68,158,NA,11.09,
greenhouse,1342,512,5,4.9,NA,NA,NA,68,158,NA,NA,
greenhouse,1342,512,5,5,NA,NA,NA,68,158,NA,NA,
greenhouse,1342,512,5,5.1,NA,NA,NA,68,158,NA,NA,
greenhouse,1342,512,5,5.2,NA,NA,NA,68,158,NA,NA,
greenhouse,1348,512,7,6.8,NA,NA,NA,184,77,NA,10.86,
greenhouse,1348,512,7,6.9,NA,NA,NA,184,77,NA,NA,
greenhouse,1348,512,7,7,NA,NA,NA,184,77,NA,NA,
greenhouse,1348,512,7,7.1,NA,NA,NA,184,77,NA,NA,
greenhouse,1348,512,7,7.2,NA,NA,NA,184,77,NA,NA,
greenhouse,1356,512,9,8.8,NA,NA,NA,23,82,NA,10.65,
greenhouse,1356,512,9,8.9,NA,NA,NA,23,82,NA,NA,
greenhouse,1356,512,9,9,NA,NA,NA,23,82,NA,NA,
greenhouse,1356,512,9,9.1,NA,NA,NA,23,82,NA,NA,
greenhouse,1356,512,9,9.2,NA,NA,NA,23,82,NA,NA,
greenhouse,1357,512,11,10.8,NA,NA,NA,49,102,NA,7.73,
greenhouse,1357,512,11,10.9,NA,NA,NA,49,102,NA,NA,
greenhouse,1357,512,11,11,NA,NA,NA,49,102,NA,NA,
greenhouse,1357,512,11,11.1,NA,NA,NA,49,102,NA,NA,
