cohort,packID,row,group.position,position,maternalpositionID,maternalrow,maternalposition,sireID,damID,seed.mass,seed.mass.mg,
field,1,101,1,0.8,6266,717,6.8,114,113,10.6,4.48,
field,1,101,1,0.9,6266,717,6.8,114,113,10.6,NA,
field,1,101,1,1,6266,717,6.8,114,113,10.6,NA,
field,1,101,1,1.1,6266,717,6.8,114,113,10.6,NA,
field,1,101,1,1.2,6266,717,6.8,114,113,10.6,NA,
field,2,101,3,2.8,1682,217,22.9,41,83,NA,6.54,
field,2,101,3,2.9,1682,217,22.9,41,83,NA,NA,
field,2,101,3,3,1682,217,22.9,41,83,NA,NA,
field,2,101,3,3.1,1682,217,22.9,41,83,NA,NA,
field,2,101,3,3.2,1682,217,22.9,41,83,NA,NA,
field,3,101,5,4.8,72,108,28.9,81,52,NA,5.02,
field,3,101,5,4.9,72,108,28.9,81,52,NA,NA,
field,3,101,5,5,72,108,28.9,81,52,NA,NA,
field,3,101,5,5.1,72,108,28.9,81,52,NA,NA,
field,3,101,5,5.2,72,108,28.9,81,52,NA,NA,
field,4,101,7,6.8,1591,213,36.8,154,25,8.1,10.31,
field,4,101,7,6.9,1591,213,36.8,154,25,8.1,NA,
field,4,101,7,7,1591,213,36.8,154,25,8.1,NA,
field,4,101,7,7.1,1591,213,36.8,154,25,8.1,NA,
field,4,101,7,7.2,1591,213,36.8,154,25,8.1,NA,
field,5,101,9,8.8,978,201,41,40,119,NA,6.54,
field,5,101,9,8.9,978,201,41,40,119,NA,NA,
field,5,101,9,9,978,201,41,40,119,NA,NA,
field,5,101,9,9.1,978,201,41,40,119,NA,NA,
field,5,101,9,9.2,978,201,41,40,119,NA,NA,
field,6,101,11,10.8,2655,317,11.2,136,72,NA,8.47,
field,6,101,11,10.9,2655,317,11.2,136,72,NA,NA,
field,6,101,11,11,2655,317,11.2,136,72,NA,NA,
field,6,101,11,11.1,2655,317,11.2,136,72,NA,NA,
field,6,101,11,11.2,2655,317,11.2,136,72,NA,NA,
field,7,101,13,12.8,4557,513,22.9,26,80,NA,10.17,
field,7,101,13,12.9,4557,513,22.9,26,80,NA,NA,
field,7,101,13,13,4557,513,22.9,26,80,NA,NA,
field,7,101,13,13.1,4557,513,22.9,26,80,NA,NA,
field,7,101,13,13.2,4557,513,22.9,26,80,NA,NA,
field,8,101,15,14.8,331,116,32.8,53,14,13.47,7.51,
field,8,101,15,14.9,331,116,32.8,53,14,13.47,NA,
field,8,101,15,15,331,116,32.8,53,14,13.47,NA,
field,8,101,15,15.1,331,116,32.8,53,14,13.47,NA,
field,8,101,15,15.2,331,116,32.8,53,14,13.47,NA,
field,9,101,17,16.8,6140,716,5.2,23,21,NA,6.64,
field,9,101,17,16.9,6140,716,5.2,23,21,NA,NA,
field,9,101,17,17,6140,716,5.2,23,21,NA,NA,
field,9,101,17,17.1,6140,716,5.2,23,21,NA,NA,
field,9,101,17,17.2,6140,716,5.2,23,21,NA,NA,
field,10,101,19,18.8,92,108,36.9,26,80,NA,7.13,
field,10,101,19,18.9,92,108,36.9,26,80,NA,NA,
field,10,101,19,19,92,108,36.9,26,80,NA,NA,
field,10,101,19,19.1,92,108,36.9,26,80,NA,NA,
field,10,101,19,19.2,92,108,36.9,26,80,NA,NA,
field,11,101,21,20.8,822,124,28.9,117,18,NA,5.09,
field,11,101,21,20.9,822,124,28.9,117,18,NA,NA,
field,11,101,21,21,822,124,28.9,117,18,NA,NA,
field,11,101,21,21.1,822,124,28.9,117,18,NA,NA,
field,11,101,21,21.2,822,124,28.9,117,18,NA,NA,
field,12,101,23,22.8,54,108,21.1,104,106,NA,9.95,
field,12,101,23,22.9,54,108,21.1,104,106,NA,NA,
field,12,101,23,23,54,108,21.1,104,106,NA,NA,
field,12,101,23,23.1,54,108,21.1,104,106,NA,NA,
field,12,101,23,23.2,54,108,21.1,104,106,NA,NA,
field,13,101,25,24.8,3959,\,33.1,104,62,NA,10.63,
field,13,101,25,24.9,3959,417,33.1,104,62,NA,NA,
field,13,101,25,25,3959,417,33.1,104,62,NA,NA,
field,13,101,25,25.1,3959,417,33.1,104,62,NA,NA,
field,13,101,25,25.2,3959,417,33.1,104,62,NA,NA,
field,14,101,27,26.8,2893,325,7,75,148,NA,2.61,
field,14,101,27,26.9,2893,325,7,75,148,NA,NA,
field,14,101,27,27,2893,325,7,75,148,NA,NA,
field,14,101,27,27.1,2893,325,7,75,148,NA,NA,
field,14,101,27,27.2,2893,325,7,75,148,NA,NA,
field,15,101,29,28.8,3936,417,24.8,53,14,18.99,4.65,
field,15,101,29,28.9,3936,417,24.8,53,14,18.99,NA,
field,15,101,29,29,3936,417,24.8,53,14,18.99,NA,
field,15,101,29,29.1,3936,417,24.8,53,14,18.99,NA,
field,15,101,29,29.2,3936,417,24.8,53,14,18.99,NA,
field,16,101,31,30.8,2906,325,12.8,146,149,10.44,4.67,
field,16,101,31,30.9,2906,325,12.8,146,149,10.44,NA,
field,16,101,31,31,2906,325,12.8,146,149,10.44,NA,
field,16,101,31,31.1,2906,325,12.8,146,149,10.44,NA,
field,16,101,31,31.2,2906,325,12.8,146,149,10.44,NA,
field,17,101,33,32.8,6556,723,22.8,110,171,NA,6.14,"seed fell near 32.8, not at exact position"
field,17,101,33,32.9,6556,723,22.8,110,171,NA,NA,
field,17,101,33,33,6556,723,22.8,110,171,NA,NA,
field,17,101,33,33.1,6556,723,22.8,110,171,NA,NA,
field,17,101,33,33.2,6556,723,22.8,110,171,NA,NA,
field,18,101,35,34.8,370,116,47.2,5,97,NA,4.23,
field,18,101,35,34.9,370,116,47.2,5,97,NA,NA,
field,18,101,35,35,370,116,47.2,5,97,NA,NA,
field,18,101,35,35.1,370,116,47.2,5,97,NA,NA,
field,18,101,35,35.2,370,116,47.2,5,97,NA,NA,
field,19,101,37,36.8,568,119,27,68,158,NA,5.27,
field,19,101,37,36.9,568,119,27,68,158,NA,NA,
field,19,101,37,37,568,119,27,68,158,NA,NA,
field,19,101,37,37.1,568,119,27,68,158,NA,NA,
field,19,101,37,37.2,568,119,27,68,158,NA,NA,
field,20,101,39,38.8,4342,505,36.9,75,148,NA,6.42,
field,20,101,39,38.9,4342,505,36.9,75,148,NA,NA,
field,20,101,39,39,4342,505,36.9,75,148,NA,NA,
field,20,101,39,39.1,4342,505,36.9,75,148,NA,NA,
field,20,101,39,39.2,4342,505,36.9,75,148,NA,NA,
field,21,101,41,40.8,1053,203,21,91,141,NA,9.20,
field,21,101,41,40.9,1053,203,21,91,141,NA,NA,
field,21,101,41,41,1053,203,21,91,141,NA,NA,
field,21,101,41,41.1,1053,203,21,91,141,NA,NA,
field,21,101,41,41.2,1053,203,21,91,141,NA,NA,
field,22,101,43,42.8,4582,513,32.9,131,67,NA,10.37,
field,22,101,43,42.9,4582,513,32.9,131,67,NA,NA,
field,22,101,43,43,4582,513,32.9,131,67,NA,NA,"1 extra seed in packet, not planted"
field,22,101,43,43.1,4582,513,32.9,131,67,NA,NA,
field,22,101,43,43.2,4582,513,32.9,131,67,NA,NA,
field,23,101,45,44.8,1118,203,47,104,62,NA,9.17,
field,23,101,45,44.9,1118,203,47,104,62,NA,NA,
field,23,101,45,45,1118,203,47,104,62,NA,NA,
field,23,101,45,45.1,1118,203,47,104,62,NA,NA,
field,23,101,45,45.2,1118,203,47,104,62,NA,NA,
field,24,101,47,46.8,3802,416,20.9,75,148,NA,8.11,
field,24,101,47,46.9,3802,416,20.9,75,148,NA,NA,
field,24,101,47,47,3802,416,20.9,75,148,NA,NA,
field,24,101,47,47.1,3802,416,20.9,75,148,NA,NA,
field,24,101,47,47.2,3802,416,20.9,75,148,NA,NA,
field,25,101,49,48.8,2655,317,11.2,136,72,NA,8.58,
field,25,101,49,48.9,2655,317,11.2,136,72,NA,NA,
field,25,101,49,49,2655,317,11.2,136,72,NA,NA,
field,25,101,49,49.1,2655,317,11.2,136,72,NA,NA,
field,25,101,49,49.2,2655,317,11.2,136,72,NA,NA,
field,26,103,1,0.8,82,108,32.9,105,69,NA,4.50,
field,26,103,1,0.9,82,108,32.9,105,69,NA,NA,
field,26,103,1,1,82,108,32.9,105,69,NA,NA,
field,26,103,1,1.1,82,108,32.9,105,69,NA,NA,
field,26,103,1,1.2,82,108,32.9,105,69,NA,NA,
field,27,103,3,2.8,3950,417,29.2,164,47,NA,9.76,
field,27,103,3,2.9,3950,417,29.2,164,47,NA,NA,
field,27,103,3,3,3950,417,29.2,164,47,NA,NA,
field,27,103,3,3.1,3950,417,29.2,164,47,NA,NA,
field,27,103,3,3.2,3950,417,29.2,164,47,NA,NA,
field,28,103,5,4.8,4582,513,32.9,131,67,NA,10.25,
field,28,103,5,4.9,4582,513,32.9,131,67,NA,NA,
field,28,103,5,5,4582,513,32.9,131,67,NA,NA,
field,28,103,5,5.1,4582,513,32.9,131,67,NA,NA,
field,28,103,5,5.2,4582,513,32.9,131,67,NA,NA,
field,29,103,7,6.8,4338,505,35,41,33,NA,6.68,
field,29,103,7,6.9,4338,505,35,41,33,NA,NA,
field,29,103,7,7,4338,505,35,41,33,NA,NA,
field,29,103,7,7.1,4338,505,35,41,33,NA,NA,
field,29,103,7,7.2,4338,505,35,41,33,NA,NA,
field,30,103,9,8.8,2778,323,11,130,88,NA,5.70,
field,30,103,9,8.9,2778,323,11,130,88,NA,NA,
field,30,103,9,9,2778,323,11,130,88,NA,NA,
field,30,103,9,9.1,2778,323,11,130,88,NA,NA,
field,30,103,9,9.2,2778,323,11,130,88,NA,NA,
field,31,103,11,10.8,1548,213,19,30,94,NA,4.48,
field,31,103,11,10.9,1548,213,19,30,94,NA,NA,
field,31,103,11,11,1548,213,19,30,94,NA,NA,
field,31,103,11,11.1,1548,213,19,30,94,NA,NA,
field,31,103,11,11.2,1548,213,19,30,94,NA,NA,
field,32,103,13,12.8,2128,305,1,41,32,NA,6.01,
field,32,103,13,12.9,2128,305,1,41,32,NA,NA,
field,32,103,13,13,2128,305,1,41,32,NA,NA,
field,32,103,13,13.1,2128,305,1,41,32,NA,NA,
field,32,103,13,13.2,2128,305,1,41,32,NA,NA,
field,33,103,15,14.8,4599,513,39.1,117,18,NA,9.14,
field,33,103,15,14.9,4599,513,39.1,117,18,NA,NA,
field,33,103,15,15,4599,513,39.1,117,18,NA,NA,
field,33,103,15,15.1,4599,513,39.1,117,18,NA,NA,
field,33,103,15,15.2,4599,513,39.1,117,18,NA,NA,
field,34,103,17,16.8,2800,323,19.2,60,200,NA,5.13,
field,34,103,17,16.9,2800,323,19.2,60,200,NA,NA,
field,34,103,17,17,2800,323,19.2,60,200,NA,NA,
field,34,103,17,17.1,2800,323,19.2,60,200,NA,NA,
field,34,103,17,17.2,2800,323,19.2,60,200,NA,NA,
field,784,103,19,18.8,2655,317,11.2,136,72,NA,4.51,
field,784,103,19,18.9,2655,317,11.2,136,72,NA,NA,
field,784,103,19,19,2655,317,11.2,136,72,NA,NA,
field,784,103,19,19.1,2655,317,11.2,136,72,NA,NA,
field,784,103,19,19.2,2655,317,11.2,136,72,NA,NA,
field,36,103,21,20.8,1151,205,10.8,164,10,9.77,7.76,
field,36,103,21,20.9,1151,205,10.8,164,10,9.77,NA,
field,36,103,21,21,1151,205,10.8,164,10,9.77,NA,
field,36,103,21,21.1,1151,205,10.8,164,10,9.77,NA,
field,36,103,21,21.2,1151,205,10.8,164,10,9.77,NA,
field,37,103,23,22.8,331,116,32.8,53,14,13.47,9.83,
field,37,103,23,22.9,331,116,32.8,53,14,13.47,NA,
field,37,103,23,23,331,116,32.8,53,14,13.47,NA,
field,37,103,23,23.1,331,116,32.8,53,14,13.47,NA,
field,37,103,23,23.2,331,116,32.8,53,14,13.47,NA,
field,38,103,25,24.8,6556,723,22.8,110,171,NA,5.89,
field,38,103,25,24.9,6556,723,22.8,110,171,NA,NA,
field,38,103,25,25,6556,723,22.8,110,171,NA,NA,
field,38,103,25,25.1,6556,723,22.8,110,171,NA,NA,
field,38,103,25,25.2,6556,723,22.8,110,171,NA,NA,
field,39,103,27,26.8,2130,305,1.2,41,32,NA,4.76,
field,39,103,27,26.9,2130,305,1.2,41,32,NA,NA,
field,39,103,27,27,2130,305,1.2,41,32,NA,NA,
field,39,103,27,27.1,2130,305,1.2,41,32,NA,NA,
field,39,103,27,27.2,2130,305,1.2,41,32,NA,NA,
field,40,103,29,28.8,72,108,28.9,81,52,NA,4.20,
field,40,103,29,28.9,72,108,28.9,81,52,NA,NA,
field,40,103,29,29,72,108,28.9,81,52,NA,NA,
field,40,103,29,29.1,72,108,28.9,81,52,NA,NA,
field,40,103,29,29.2,72,108,28.9,81,52,NA,NA,
field,41,103,31,30.8,1175,205,19.2,117,18,NA,8.90,
field,41,103,31,30.9,1175,205,19.2,117,18,NA,NA,
field,41,103,31,31,1175,205,19.2,117,18,NA,NA,
field,41,103,31,31.1,1175,205,19.2,117,18,NA,NA,
field,41,103,31,31.2,1175,205,19.2,117,18,NA,NA,
field,42,103,33,32.8,356,116,42.8,198,93,14.26,9.20,
field,42,103,33,32.9,356,116,42.8,198,93,14.26,NA,
field,42,103,33,33,356,116,42.8,198,93,14.26,NA,
field,42,103,33,33.1,356,116,42.8,198,93,14.26,NA,
field,42,103,33,33.2,356,116,42.8,198,93,14.26,NA,
field,43,103,35,34.8,810,124,23.2,40,119,NA,4.45,
field,43,103,35,34.9,810,124,23.2,40,119,NA,NA,
field,43,103,35,35,810,124,23.2,40,119,NA,NA,
field,43,103,35,35.1,810,124,23.2,40,119,NA,NA,
field,43,103,35,35.2,810,124,23.2,40,119,NA,NA,
field,44,103,37,36.8,90,108,35.2,5,4,NA,12.28,
field,44,103,37,36.9,90,108,35.2,5,4,NA,NA,
field,44,103,37,37,90,108,35.2,5,4,NA,NA,
field,44,103,37,37.1,90,108,35.2,5,4,NA,NA,
field,44,103,37,37.2,90,108,35.2,5,4,NA,NA,
field,45,103,39,38.8,568,119,27,68,158,NA,5.01,
field,45,103,39,38.9,568,119,27,68,158,NA,NA,
field,45,103,39,39,568,119,27,68,158,NA,NA,
field,45,103,39,39.1,568,119,27,68,158,NA,NA,
field,45,103,39,39.2,568,119,27,68,158,NA,NA,
field,46,103,41,40.8,1633,217,3,110,189,NA,4.43,
field,46,103,41,40.9,1633,217,3,110,189,NA,NA,
field,46,103,41,41,1633,217,3,110,189,NA,NA,
field,46,103,41,41.1,1633,217,3,110,189,NA,NA,
field,46,103,41,41.2,1633,217,3,110,189,NA,NA,
field,47,103,43,42.8,3759,416,3.1,131,67,NA,9.19,
field,47,103,43,42.9,3759,416,3.1,131,67,NA,NA,
field,47,103,43,43,3759,416,3.1,131,67,NA,NA,
field,47,103,43,43.1,3759,416,3.1,131,67,NA,NA,
field,47,103,43,43.2,3759,416,3.1,131,67,NA,NA,
field,48,103,45,44.8,2778,323,11,130,88,NA,5.37,
field,48,103,45,44.9,2778,323,11,130,88,NA,NA,
field,48,103,45,45,2778,323,11,130,88,NA,NA,
field,48,103,45,45.1,2778,323,11,130,88,NA,NA,
field,48,103,45,45.2,2778,323,11,130,88,NA,NA,
field,49,103,47,46.8,1059,203,23.1,76,96,NA,12.59,
field,49,103,47,46.9,1059,203,23.1,76,96,NA,NA,
field,49,103,47,47,1059,203,23.1,76,96,NA,NA,
field,49,103,47,47.1,1059,203,23.1,76,96,NA,NA,
field,49,103,47,47.2,1059,203,23.1,76,96,NA,NA,
field,50,103,49,48.8,2760,323,3.2,98,144,NA,7.18,
field,50,103,49,48.9,2760,323,3.2,98,144,NA,NA,
field,50,103,49,49,2760,323,3.2,98,144,NA,NA,
field,50,103,49,49.1,2760,323,3.2,98,144,NA,NA,
field,50,103,49,49.2,2760,323,3.2,98,144,NA,NA,
field,51,104,1,0.8,326,116,30.8,60,200,10.62,5.20,
field,51,104,1,0.9,326,116,30.8,60,200,10.62,NA,
field,51,104,1,1,326,116,30.8,60,200,10.62,NA,
field,51,104,1,1.1,326,116,30.8,60,200,10.62,NA,
field,51,104,1,1.2,326,116,30.8,60,200,10.62,NA,
field,52,104,3,2.8,2712,317,34.9,159,150,NA,6.87,
field,52,104,3,2.9,2712,317,34.9,159,150,NA,NA,
field,52,104,3,3,2712,317,34.9,159,150,NA,NA,
field,52,104,3,3.1,2712,317,34.9,159,150,NA,NA,
field,52,104,3,3.2,2712,317,34.9,159,150,NA,NA,
field,53,104,5,4.8,2130,305,1.2,41,32,NA,6.70,
field,53,104,5,4.9,2130,305,1.2,41,32,NA,NA,
field,53,104,5,5,2130,305,1.2,41,32,NA,NA,
field,53,104,5,5.1,2130,305,1.2,41,32,NA,NA,
field,53,104,5,5.2,2130,305,1.2,41,32,NA,NA,
field,54,104,7,6.8,1727,217,40.9,56,108,NA,4.94,
field,54,104,7,6.9,1727,217,40.9,56,108,NA,NA,
field,54,104,7,7,1727,217,40.9,56,108,NA,NA,
field,54,104,7,7.1,1727,217,40.9,56,108,NA,NA,
field,54,104,7,7.2,1727,217,40.9,56,108,NA,NA,
field,55,104,9,8.8,356,116,42.8,198,93,14.26,4.68,
field,55,104,9,8.9,356,116,42.8,198,93,14.26,NA,
field,55,104,9,9,356,116,42.8,198,93,14.26,NA,
field,55,104,9,9.1,356,116,42.8,198,93,14.26,NA,
field,55,104,9,9.2,356,116,42.8,198,93,14.26,NA,
field,56,104,11,10.8,90,108,35.2,5,4,NA,5.16,
field,56,104,11,10.9,90,108,35.2,5,4,NA,NA,
field,56,104,11,11,90,108,35.2,5,4,NA,NA,
field,56,104,11,11.1,90,108,35.2,5,4,NA,NA,
field,56,104,11,11.2,90,108,35.2,5,4,NA,NA,
field,57,104,13,12.8,1081,203,32.8,117,11,14.03,9.13,
field,57,104,13,12.9,1081,203,32.8,117,11,14.03,NA,
field,57,104,13,13,1081,203,32.8,117,11,14.03,NA,
field,57,104,13,13.1,1081,203,32.8,117,11,14.03,NA,
field,57,104,13,13.2,1081,203,32.8,117,11,14.03,NA,
field,58,104,15,14.8,2383,311,3,91,58,NA,10.06,
field,58,104,15,14.9,2383,311,3,91,58,NA,NA,
field,58,104,15,15,2383,311,3,91,58,NA,NA,
field,58,104,15,15.1,2383,311,3,91,58,NA,NA,
field,58,104,15,15.2,2383,311,3,91,58,NA,NA,seed at large
field,59,104,17,16.8,1118,203,47,104,62,NA,8.18,
field,59,104,17,16.9,1118,203,47,104,62,NA,NA,
field,59,104,17,17,1118,203,47,104,62,NA,NA,
field,59,104,17,17.1,1118,203,47,104,62,NA,NA,
field,59,104,17,17.2,1118,203,47,104,62,NA,NA,
field,60,104,19,18.8,971,201,38.8,111,99,8.84,8.82,
field,60,104,19,18.9,971,201,38.8,111,99,8.84,NA,
field,60,104,19,19,971,201,38.8,111,99,8.84,NA,
field,60,104,19,19.1,971,201,38.8,111,99,8.84,NA,
field,60,104,19,19.2,971,201,38.8,111,99,8.84,NA,
field,61,104,21,20.8,1796,221,18.8,184,79,10.67,7.71,
field,61,104,21,20.9,1796,221,18.8,184,79,10.67,NA,
field,61,104,21,21,1796,221,18.8,184,79,10.67,NA,
field,61,104,21,21.1,1796,221,18.8,184,79,10.67,NA,
field,61,104,21,21.2,1796,221,18.8,184,79,10.67,NA,
field,62,104,23,22.8,6011,713,4.8,91,58,10.31,10.07,
field,62,104,23,22.9,6011,713,4.8,91,58,10.31,NA,
field,62,104,23,23,6011,713,4.8,91,58,10.31,NA,
field,62,104,23,23.1,6011,713,4.8,91,58,10.31,NA,
field,62,104,23,23.2,6011,713,4.8,91,58,10.31,NA,
field,63,104,25,24.8,6458,722,33,164,47,NA,7.62,
field,63,104,25,24.9,6458,722,33,164,47,NA,NA,
field,63,104,25,25,6458,722,33,164,47,NA,NA,
field,63,104,25,25.1,6458,722,33,164,47,NA,NA,
field,63,104,25,25.2,6458,722,33,164,47,NA,NA,
field,64,104,27,26.8,72,108,28.9,81,52,NA,5.48,
field,64,104,27,26.9,72,108,28.9,81,52,NA,NA,
field,64,104,27,27,72,108,28.9,81,52,NA,NA,
field,64,104,27,27.1,72,108,28.9,81,52,NA,NA,
field,64,104,27,27.2,72,108,28.9,81,52,NA,NA,
field,65,104,29,28.8,5115,609,45.2,53,14,NA,6.60,
field,65,104,29,28.9,5115,609,45.2,53,14,NA,NA,
field,65,104,29,29,5115,609,45.2,53,14,NA,NA,
field,65,104,29,29.1,5115,609,45.2,53,14,NA,NA,
field,65,104,29,29.2,5115,609,45.2,53,14,NA,NA,
field,66,104,31,30.8,6458,722,33,164,47,NA,8.45,
field,66,104,31,30.9,6458,722,33,164,47,NA,NA,
field,66,104,31,31,6458,722,33,164,47,NA,NA,
field,66,104,31,31.1,6458,722,33,164,47,NA,NA,
field,66,104,31,31.2,6458,722,33,164,47,NA,NA,
field,67,104,33,32.8,1520,213,7.2,114,113,NA,6.16,
field,67,104,33,32.9,1520,213,7.2,114,113,NA,NA,
field,67,104,33,33,1520,213,7.2,114,113,NA,NA,
field,67,104,33,33.1,1520,213,7.2,114,113,NA,NA,
field,67,104,33,33.2,1520,213,7.2,114,113,NA,NA,
field,68,104,35,34.8,823,124,29,117,18,NA,6.16,
field,68,104,35,34.9,823,124,29,117,18,NA,NA,
field,68,104,35,35,823,124,29,117,18,NA,NA,
field,68,104,35,35.1,823,124,29,117,18,NA,NA,
field,68,104,35,35.2,823,124,29,117,18,NA,NA,
field,69,104,37,36.8,6234,716,43.1,110,156,NA,5.82,
field,69,104,37,36.9,6234,716,43.1,110,156,NA,NA,
field,69,104,37,37,6234,716,43.1,110,156,NA,NA,
field,69,104,37,37.1,6234,716,43.1,110,156,NA,NA,
field,69,104,37,37.2,6234,716,43.1,110,156,NA,NA,
field,70,104,39,38.8,1236,205,44.8,177,187,14.08,3.07,
field,70,104,39,38.9,1236,205,44.8,177,187,14.08,NA,
field,70,104,39,39,1236,205,44.8,177,187,14.08,NA,
field,70,104,39,39.1,1236,205,44.8,177,187,14.08,NA,
field,70,104,39,39.2,1236,205,44.8,177,187,14.08,NA,
field,71,104,41,40.8,1796,221,18.8,184,79,10.67,5.35,
field,71,104,41,40.9,1796,221,18.8,184,79,10.67,NA,
field,71,104,41,41,1796,221,18.8,184,79,10.67,NA,
field,71,104,41,41.1,1796,221,18.8,184,79,10.67,NA,
field,71,104,41,41.2,1796,221,18.8,184,79,10.67,NA,
field,72,104,43,42.8,4582,513,32.9,131,67,NA,11.22,
field,72,104,43,42.9,4582,513,32.9,131,67,NA,NA,
field,72,104,43,43,4582,513,32.9,131,67,NA,NA,
field,72,104,43,43.1,4582,513,32.9,131,67,NA,NA,
field,72,104,43,43.2,4582,513,32.9,131,67,NA,NA,
field,73,104,45,44.8,27,108,10.9,30,94,NA,6.86,
field,73,104,45,44.9,27,108,10.9,30,94,NA,NA,
field,73,104,45,45,27,108,10.9,30,94,NA,NA,
field,73,104,45,45.1,27,108,10.9,30,94,NA,NA,
field,73,104,45,45.2,27,108,10.9,30,94,NA,NA,
field,74,104,47,46.8,6213,716,35,40,119,NA,7.18,
field,74,104,47,46.9,6213,716,35,40,119,NA,NA,
field,74,104,47,47,6213,716,35,40,119,NA,NA,
field,74,104,47,47.1,6213,716,35,40,119,NA,NA,
field,74,104,47,47.2,6213,716,35,40,119,NA,NA,
field,75,104,49,48.8,3986,417,44.8,23,82,16.37,7.91,
field,75,104,49,48.9,3986,417,44.8,23,82,16.37,NA,
field,75,104,49,49,3986,417,44.8,23,82,16.37,NA,
field,75,104,49,49.1,3986,417,44.8,23,82,16.37,NA,
field,75,104,49,49.2,3986,417,44.8,23,82,16.37,NA,
field,76,105,1,0.8,90,108,35.2,5,4,NA,8.02,
field,76,105,1,0.9,90,108,35.2,5,4,NA,NA,
field,76,105,1,1,90,108,35.2,5,4,NA,NA,
field,76,105,1,1.1,90,108,35.2,5,4,NA,NA,
field,76,105,1,1.2,90,108,35.2,5,4,NA,NA,
field,77,105,3,2.8,5115,609,45.2,53,14,NA,NA,marked seed at 3.2
field,77,105,3,2.9,5115,609,45.2,53,14,NA,NA,
field,77,105,3,3,5115,609,45.2,53,14,NA,NA,
field,77,105,3,3.1,5115,609,45.2,53,14,NA,NA,
field,77,105,3,3.2,5115,609,45.2,53,14,NA,17.36,
field,78,105,5,4.8,4260,505,3.2,184,77,NA,7.88,
field,78,105,5,4.9,4260,505,3.2,184,77,NA,NA,
field,78,105,5,5,4260,505,3.2,184,77,NA,NA,
field,78,105,5,5.1,4260,505,3.2,184,77,NA,NA,
field,78,105,5,5.2,4260,505,3.2,184,77,NA,NA,
field,79,105,7,6.8,5095,609,37.2,41,32,NA,9.43,
field,79,105,7,6.9,5095,609,37.2,41,32,NA,NA,
field,79,105,7,7,5095,609,37.2,41,32,NA,NA,
field,79,105,7,7.1,5095,609,37.2,41,32,NA,NA,
field,79,105,7,7.2,5095,609,37.2,41,32,NA,NA,
field,80,105,9,8.8,2906,325,12.8,146,149,10.44,4.45,
field,80,105,9,8.9,2906,325,12.8,146,149,10.44,NA,
field,80,105,9,9,2906,325,12.8,146,149,10.44,NA,
field,80,105,9,9.1,2906,325,12.8,146,149,10.44,NA,
field,80,105,9,9.2,2906,325,12.8,146,149,10.44,NA,
field,81,105,11,10.8,5069,609,27.1,68,173,NA,9.37,
field,81,105,11,10.9,5069,609,27.1,68,173,NA,NA,
field,81,105,11,11,5069,609,27.1,68,173,NA,NA,
field,81,105,11,11.1,5069,609,27.1,68,173,NA,NA,
field,81,105,11,11.2,5069,609,27.1,68,173,NA,NA,
field,82,105,13,12.8,4551,513,20.8,30,44,10.13,10.51,
field,82,105,13,12.9,4551,513,20.8,30,44,10.13,NA,
field,82,105,13,13,4551,513,20.8,30,44,10.13,NA,
field,82,105,13,13.1,4551,513,20.8,30,44,10.13,NA,
field,82,105,13,13.2,4551,513,20.8,30,44,10.13,NA,
field,83,105,15,14.8,1201,205,30.8,130,88,14.02,8.41,
field,83,105,15,14.9,1201,205,30.8,130,88,14.02,NA,
field,83,105,15,15,1201,205,30.8,130,88,14.02,NA,
field,83,105,15,15.1,1201,205,30.8,130,88,14.02,NA,
field,83,105,15,15.2,1201,205,30.8,130,88,14.02,NA,
field,84,105,17,16.8,971,201,38.8,111,99,8.84,9.01,
field,84,105,17,16.9,971,201,38.8,111,99,8.84,NA,
field,84,105,17,17,971,201,38.8,111,99,8.84,NA,
field,84,105,17,17.1,971,201,38.8,111,99,8.84,NA,
field,84,105,17,17.2,971,201,38.8,111,99,8.84,NA,
field,85,105,19,18.8,356,116,42.8,198,93,14.26,5.40,
field,85,105,19,18.9,356,116,42.8,198,93,14.26,NA,
field,85,105,19,19,356,116,42.8,198,93,14.26,NA,
field,85,105,19,19.1,356,116,42.8,198,93,14.26,NA,
field,85,105,19,19.2,356,116,42.8,198,93,14.26,NA,
field,86,105,21,20.8,3883,417,3,76,96,NA,11.58,
field,86,105,21,20.9,3883,417,3,76,96,NA,NA,
field,86,105,21,21,3883,417,3,76,96,NA,NA,
field,86,105,21,21.1,3883,417,3,76,96,NA,NA,
field,86,105,21,21.2,3883,417,3,76,96,NA,NA,
field,87,105,23,22.8,1727,217,40.9,56,108,NA,4.12,
field,87,105,23,22.9,1727,217,40.9,56,108,NA,NA,
field,87,105,23,23,1727,217,40.9,56,108,NA,NA,
field,87,105,23,23.1,1727,217,40.9,56,108,NA,NA,
field,87,105,23,23.2,1727,217,40.9,56,108,NA,NA,
field,88,105,25,24.8,2130,305,1.2,41,32,NA,6.38,
field,88,105,25,24.9,2130,305,1.2,41,32,NA,NA,
field,88,105,25,25,2130,305,1.2,41,32,NA,NA,
field,88,105,25,25.1,2130,305,1.2,41,32,NA,NA,
field,88,105,25,25.2,2130,305,1.2,41,32,NA,NA,
field,89,105,27,26.8,4582,513,32.9,131,67,NA,11.46,
field,89,105,27,26.9,4582,513,32.9,131,67,NA,NA,
field,89,105,27,27,4582,513,32.9,131,67,NA,NA,
